request_rate,time_gap_ms,failed_logins,packet_size_kb,payload_entropy,label
2.26,298.98,2,6.58,3.69,Normal
9.2,23.9,13,1.24,8.62,Attack
4.57,489.76,0,5.73,4.57,Normal
21.94,138.89,4,0.98,8.07,Attack
21.55,41.94,6,0.48,6.08,Attack
15.63,31.24,10,0.68,8.72,Attack
18.56,78.94,11,0.69,8.47,Attack
15.12,126.19,8,0.58,6.23,Attack
11.33,67.4,13,0.51,8.48,Attack
12.44,97.74,9,0.75,6.48,Attack
10.05,138.49,7,0.89,8.06,Attack
14.77,75.7,5,0.43,8.28,Attack
20.89,24.0,11,0.95,6.46,Attack
20.12,44.81,12,0.27,8.29,Attack
24.42,141.56,15,0.76,6.21,Attack
2.49,596.9,1,7.98,3.55,Normal
4.48,795.8,1,1.84,2.53,Normal
24.48,103.92,13,1.33,7.81,Attack
1.45,422.16,1,7.38,2.89,Normal
15.14,55.35,15,0.4,7.9,Attack
1.62,1104.47,0,9.43,2.99,Normal
18.96,47.06,5,0.54,7.29,Attack
4.2,888.65,2,9.74,2.12,Normal
3.01,598.56,1,8.02,4.44,Normal
4.79,475.59,1,2.58,2.23,Normal
2.54,1114.35,0,9.82,2.03,Normal
17.55,102.92,10,0.6,6.37,Attack
1.38,341.7,0,6.3,3.16,Normal
4.94,588.72,1,7.65,2.92,Normal
8.35,142.25,14,1.22,8.45,Attack
23.6,42.59,5,0.73,6.84,Attack
15.09,128.55,9,0.94,8.51,Attack
15.07,73.4,7,1.26,7.61,Attack
24.21,29.01,9,0.41,8.32,Attack
20.01,86.56,8,0.26,8.9,Attack
21.31,84.24,9,1.24,8.0,Attack
0.98,1175.11,2,9.02,3.76,Normal
3.89,551.36,2,8.25,3.72,Normal
1.65,1056.0,1,3.01,4.83,Normal
4.17,622.7,1,3.73,3.47,Normal
12.18,57.79,11,0.19,8.01,Attack
11.91,62.36,5,1.24,7.4,Attack
1.86,851.15,2,6.86,2.58,Normal
10.84,145.12,5,0.14,8.92,Attack
3.07,415.08,0,4.72,3.14,Normal
0.88,1166.32,2,8.62,3.88,Normal
10.31,133.82,6,1.11,6.54,Attack
0.58,875.19,1,7.69,4.81,Normal
4.79,827.29,1,3.1,2.24,Normal
8.95,20.26,10,0.72,8.54,Attack
2.97,1048.96,1,4.48,4.72,Normal
1.83,996.65,2,3.05,2.17,Normal
1.09,508.36,0,5.21,4.53,Normal
3.6,624.48,0,5.8,4.45,Normal
23.99,45.01,15,0.75,6.97,Attack
4.84,587.18,1,6.9,4.4,Normal
12.45,40.85,15,1.14,8.55,Attack
4.18,247.65,1,2.59,3.19,Normal
3.28,246.77,0,1.88,4.14,Normal
14.05,128.4,8,1.22,8.68,Attack
22.46,70.16,13,1.0,8.16,Attack
1.38,526.47,2,4.44,4.98,Normal
22.49,65.17,7,0.4,6.35,Attack
1.95,619.57,1,9.29,4.04,Normal
2.39,421.59,0,10.0,3.24,Normal
3.43,799.42,1,1.93,2.18,Normal
9.1,30.95,14,1.32,8.93,Attack
4.82,558.1,1,7.43,2.95,Normal
9.56,115.46,13,1.0,6.36,Attack
23.59,134.11,4,0.53,7.52,Attack
9.54,138.2,4,1.36,6.86,Attack
4.71,691.16,2,6.02,4.88,Normal
4.48,452.06,2,4.39,4.36,Normal
23.03,91.15,7,0.57,8.13,Attack
1.88,334.12,1,4.94,2.07,Normal
21.66,86.9,12,1.27,6.5,Attack
17.86,20.24,13,0.28,6.27,Attack
8.85,123.7,9,1.35,7.7,Attack
19.62,68.77,4,1.26,6.27,Attack
21.87,117.7,9,0.81,7.49,Attack
0.99,889.8,1,8.33,4.86,Normal
3.46,1026.55,2,4.92,2.34,Normal
2.07,686.0,2,4.02,3.38,Normal
3.41,794.95,0,4.44,2.13,Normal
1.8,817.03,2,7.18,4.87,Normal
0.8,752.43,2,7.18,4.6,Normal
13.68,144.94,12,1.48,6.78,Attack
13.32,28.29,11,0.58,7.75,Attack
1.56,307.65,2,7.7,3.59,Normal
19.5,46.1,10,0.92,8.92,Attack
2.28,899.86,1,9.83,3.82,Normal
3.89,1083.27,2,6.33,4.81,Normal
0.88,1194.58,1,4.73,2.01,Normal
4.79,215.37,1,1.79,2.84,Normal
3.94,252.23,0,7.25,3.75,Normal
20.54,68.7,11,0.67,7.38,Attack
4.87,261.51,2,6.67,4.55,Normal
16.03,23.63,14,0.19,6.21,Attack
11.14,40.32,12,1.16,7.17,Attack
3.88,916.82,2,4.27,3.26,Normal
1.2,657.23,2,7.78,3.4,Normal
24.24,117.5,15,0.31,8.83,Attack
1.91,776.8,2,8.38,3.27,Normal
1.75,1091.28,1,2.63,3.09,Normal
9.43,114.57,12,0.99,6.83,Attack
22.0,147.93,7,1.07,7.5,Attack
12.47,21.11,15,1.03,8.03,Attack
3.83,375.4,0,5.5,4.01,Normal
20.83,49.92,9,0.7,7.93,Attack
0.67,428.83,0,5.77,2.46,Normal
14.01,96.56,13,0.97,6.29,Attack
23.04,103.11,6,0.22,6.9,Attack
23.29,105.6,15,0.81,7.53,Attack
19.02,59.03,13,0.3,7.23,Attack
1.18,786.83,1,9.83,3.93,Normal
3.42,226.54,2,4.37,2.93,Normal
20.86,103.15,15,1.31,8.23,Attack
20.57,91.46,15,1.35,6.71,Attack
2.87,518.69,0,4.48,4.62,Normal
20.59,28.03,7,0.4,6.18,Attack
24.2,130.88,11,1.48,6.71,Attack
23.27,62.28,15,1.3,7.44,Attack
1.69,325.11,1,8.54,4.59,Normal
4.77,1050.36,0,3.46,2.33,Normal
8.87,72.16,11,0.3,6.47,Attack
4.59,994.23,1,6.07,3.45,Normal
1.01,679.32,2,3.87,4.43,Normal
24.06,132.0,12,1.03,6.58,Attack
1.4,999.36,2,2.74,4.73,Normal
20.52,135.12,4,0.69,8.86,Attack
1.55,1034.91,2,2.17,3.31,Normal
11.73,134.93,12,1.39,6.88,Attack
2.16,599.94,1,5.08,2.49,Normal
15.78,83.21,13,1.35,8.5,Attack
3.28,855.54,0,1.8,4.79,Normal
0.72,920.97,1,2.12,4.36,Normal
4.5,751.32,2,4.48,4.39,Normal
24.18,24.58,11,0.97,7.54,Attack
8.74,87.1,9,0.6,7.76,Attack
22.1,128.48,10,1.2,8.15,Attack
0.67,447.56,0,9.03,3.33,Normal
12.67,32.91,9,0.68,7.52,Attack
21.57,41.88,14,1.33,7.38,Attack
21.06,137.57,5,0.81,6.12,Attack
20.82,26.89,4,1.32,7.0,Attack
17.96,51.3,9,0.63,6.01,Attack
2.46,439.04,1,3.27,2.97,Normal
15.68,41.16,9,0.76,7.82,Attack
0.98,424.4,0,9.45,4.38,Normal
4.84,1037.34,0,7.22,2.71,Normal
1.68,340.58,2,1.36,4.49,Normal
22.45,57.73,13,0.83,6.21,Attack
3.81,1043.13,0,7.46,3.23,Normal
14.51,141.67,12,0.5,8.47,Attack
21.31,142.55,6,0.45,7.67,Attack
13.89,76.84,13,0.67,6.29,Attack
0.63,1138.59,1,9.23,2.09,Normal
15.41,112.24,5,1.27,6.17,Attack
22.64,63.83,14,1.28,7.26,Attack
8.66,59.95,7,0.31,6.67,Attack
13.27,147.55,10,0.87,8.18,Attack
1.78,736.2,2,3.06,3.51,Normal
18.41,27.49,4,0.59,6.13,Attack
21.9,36.19,5,1.2,6.57,Attack
12.13,88.16,8,1.1,6.61,Attack
22.14,74.1,4,0.21,7.78,Attack
14.1,139.55,5,1.13,8.33,Attack
2.28,749.38,1,9.81,3.65,Normal
3.45,314.14,0,3.49,3.1,Normal
18.26,145.54,10,0.3,7.88,Attack
2.19,913.43,2,2.59,4.16,Normal
24.4,30.61,7,1.28,6.38,Attack
4.81,516.3,0,7.21,3.25,Normal
2.7,923.36,1,5.35,3.04,Normal
11.69,62.82,10,0.92,6.42,Attack
21.84,138.37,7,0.84,7.35,Attack
23.24,36.68,6,0.53,8.87,Attack
3.49,536.04,0,3.72,2.84,Normal
12.33,52.07,12,0.11,6.29,Attack
3.35,350.09,2,8.15,3.2,Normal
3.6,749.51,2,8.42,4.54,Normal
0.55,398.37,1,3.74,2.49,Normal
3.35,465.23,0,2.08,3.7,Normal
0.94,829.92,0,3.65,4.58,Normal
1.14,1170.11,1,7.31,4.09,Normal
2.42,362.24,0,6.7,3.75,Normal
16.45,78.51,15,1.24,8.27,Attack
23.5,122.43,15,1.3,6.07,Attack
2.48,780.58,0,3.84,4.3,Normal
2.61,349.44,1,2.84,3.61,Normal
1.09,465.15,0,4.75,3.49,Normal
12.76,138.66,12,0.76,6.55,Attack
1.51,314.69,0,2.91,4.97,Normal
12.67,85.44,9,1.33,7.81,Attack
1.61,860.97,1,7.36,4.74,Normal
15.91,128.29,4,1.02,7.43,Attack
20.85,111.28,4,0.78,6.73,Attack
13.72,121.76,11,0.63,8.93,Attack
16.81,139.59,7,1.48,8.93,Attack
21.32,110.57,4,0.76,8.98,Attack
4.92,673.83,2,7.29,4.91,Normal
9.88,42.28,10,0.14,8.02,Attack
14.08,22.91,6,0.6,6.87,Attack
4.05,461.7,0,9.22,4.49,Normal
2.67,972.63,2,2.02,5.0,Normal
1.84,380.16,1,5.23,4.36,Normal
17.79,146.64,15,0.1,6.53,Attack
17.62,128.55,5,1.34,6.88,Attack
1.64,519.74,2,2.96,3.83,Normal
13.72,22.54,13,0.67,8.45,Attack
2.04,503.71,0,3.83,4.1,Normal
3.12,852.38,1,2.45,4.56,Normal
13.48,114.44,12,0.62,6.45,Attack
3.3,914.79,0,6.69,4.27,Normal
3.43,645.71,2,4.17,3.95,Normal
4.95,1199.03,2,8.34,4.73,Normal
22.68,142.2,4,0.6,7.74,Attack
3.11,565.5,0,9.61,4.02,Normal
12.37,46.52,12,0.45,7.5,Attack
12.81,85.63,12,0.42,6.21,Attack
2.67,610.66,0,6.32,3.43,Normal
0.77,897.07,2,3.24,3.62,Normal
24.0,92.06,14,1.0,6.94,Attack
21.9,82.42,7,0.89,6.13,Attack
18.32,120.17,12,0.15,6.09,Attack
0.67,453.58,0,8.66,3.64,Normal
3.77,430.4,1,9.0,4.62,Normal
3.06,916.38,0,4.97,2.36,Normal
4.75,1041.73,2,2.9,4.91,Normal
11.86,27.59,4,1.1,8.55,Attack
24.92,88.68,8,0.13,7.39,Attack
11.22,74.75,14,1.2,7.03,Attack
4.84,1093.32,1,6.03,4.04,Normal
4.49,849.6,1,3.79,4.73,Normal
13.0,56.38,8,0.44,8.97,Attack
1.67,881.62,2,5.21,3.39,Normal
3.34,913.97,2,7.11,2.2,Normal
21.53,83.16,5,0.63,6.55,Attack
21.55,125.43,6,0.78,8.55,Attack
1.5,477.28,2,3.67,3.42,Normal
4.25,281.88,2,8.52,3.39,Normal
9.2,99.46,12,1.12,8.46,Attack
2.12,917.27,1,8.72,4.32,Normal
17.55,67.69,4,0.1,7.58,Attack
9.06,54.3,8,0.22,6.97,Attack
1.44,804.47,1,3.94,2.39,Normal
20.96,124.92,7,0.96,7.62,Attack
0.81,555.27,1,9.32,2.83,Normal
4.19,1134.47,0,4.29,4.88,Normal
1.56,731.43,1,7.81,4.94,Normal
21.49,89.74,14,0.24,7.32,Attack
0.79,618.67,2,9.86,3.53,Normal
21.22,29.63,7,0.58,8.93,Attack
0.77,761.18,0,7.39,3.37,Normal
19.7,53.12,8,0.98,8.31,Attack
18.55,140.94,14,0.76,6.19,Attack
24.07,65.77,13,1.49,7.19,Attack
4.28,936.87,2,2.64,4.48,Normal
24.52,33.91,12,0.41,7.53,Attack
0.96,1128.18,1,4.16,4.22,Normal
17.47,104.49,5,1.07,6.38,Attack
18.69,20.71,7,0.45,6.97,Attack
18.97,98.9,13,1.32,7.73,Attack
2.74,867.36,1,4.93,3.36,Normal
4.73,310.72,2,6.1,2.5,Normal
24.35,76.08,4,0.86,7.08,Attack
23.84,93.2,13,0.75,8.4,Attack
24.16,82.84,4,1.15,7.79,Attack
0.77,435.93,1,5.55,2.31,Normal
3.05,401.72,2,4.14,2.26,Normal
2.72,1142.77,1,4.21,3.88,Normal
9.58,148.64,4,0.71,6.18,Attack
1.25,692.33,2,3.34,4.59,Normal
2.4,345.69,1,5.85,3.67,Normal
4.63,1088.43,1,3.92,2.84,Normal
2.99,1025.23,1,4.88,2.37,Normal
18.23,67.74,12,0.91,6.71,Attack
16.21,20.55,8,0.72,8.83,Attack
4.58,1036.33,1,4.65,3.96,Normal
3.53,668.55,1,1.24,2.7,Normal
1.8,649.23,1,4.03,2.15,Normal
21.09,70.77,14,1.14,6.02,Attack
3.1,669.34,0,5.46,2.59,Normal
3.25,607.48,2,5.34,4.9,Normal
16.88,59.75,7,1.27,8.79,Attack
4.91,674.48,2,4.57,4.01,Normal
0.77,973.49,0,5.22,2.48,Normal
18.65,134.95,6,1.33,7.66,Attack
22.25,112.63,6,0.13,7.86,Attack
0.63,219.94,1,9.01,4.5,Normal
11.31,30.18,14,0.1,6.51,Attack
0.52,456.27,0,1.9,3.84,Normal
0.76,795.85,1,1.22,4.09,Normal
2.32,630.51,0,2.22,2.17,Normal
19.53,144.56,8,1.45,8.33,Attack
2.23,453.06,1,7.34,2.48,Normal
1.65,594.37,0,6.16,4.79,Normal
3.38,293.53,0,2.7,3.15,Normal
2.9,316.33,1,1.64,2.94,Normal
21.24,46.08,15,1.18,8.49,Attack
4.29,514.57,1,8.87,2.26,Normal
2.44,643.08,1,3.35,4.24,Normal
0.76,563.81,2,8.82,4.71,Normal
11.49,145.1,14,0.33,7.75,Attack
0.55,976.01,1,1.26,3.46,Normal
13.49,148.92,15,0.71,7.92,Attack
0.84,283.82,1,1.65,2.26,Normal
13.92,26.31,4,0.72,8.0,Attack
4.85,571.84,0,6.16,2.37,Normal
1.47,1161.12,2,6.29,4.3,Normal
11.9,43.18,8,0.17,6.99,Attack
2.21,760.85,1,4.32,4.01,Normal
15.09,70.33,7,0.83,6.27,Attack
3.79,363.14,0,1.61,2.15,Normal
1.28,1117.98,2,6.0,4.19,Normal
1.12,746.6,0,8.18,4.52,Normal
14.91,71.34,4,0.18,8.31,Attack
4.25,459.36,2,3.4,4.99,Normal
3.84,986.39,2,6.63,4.16,Normal
4.92,261.41,0,7.17,3.78,Normal
2.35,1149.78,0,9.12,3.07,Normal
2.87,584.45,0,1.61,2.21,Normal
11.24,74.58,8,0.98,7.91,Attack
13.65,32.7,7,0.51,7.13,Attack
1.42,341.71,0,2.75,4.75,Normal
1.85,750.91,0,7.41,4.62,Normal
4.32,742.44,2,1.06,3.28,Normal
2.14,1035.83,1,3.83,3.79,Normal
4.68,212.54,0,5.9,4.75,Normal
0.97,916.34,0,3.72,3.15,Normal
12.79,116.97,15,0.3,6.05,Attack
2.31,299.78,2,8.59,4.45,Normal
12.41,120.52,15,0.19,6.0,Attack
0.52,830.14,0,2.94,4.46,Normal
21.21,97.22,15,1.5,7.96,Attack
2.89,483.85,0,9.31,3.52,Normal
24.03,139.46,6,0.37,8.56,Attack
9.73,79.47,15,1.18,7.09,Attack
4.62,700.05,1,5.24,3.95,Normal
24.93,32.59,11,0.56,6.15,Attack
1.98,294.26,1,7.69,3.25,Normal
21.69,110.65,7,1.26,6.45,Attack
13.76,89.69,14,0.16,7.4,Attack
1.53,1072.55,2,9.74,3.35,Normal
15.75,101.84,15,0.66,7.52,Attack
1.44,861.98,1,8.99,4.31,Normal
3.34,330.26,0,5.6,3.97,Normal
4.03,1010.31,2,2.0,4.89,Normal
17.73,80.91,13,1.49,6.4,Attack
2.47,1095.5,0,5.78,3.62,Normal
11.38,99.28,5,0.47,6.87,Attack
0.64,1116.0,1,2.79,2.94,Normal
1.83,778.55,1,1.41,3.08,Normal
20.8,69.52,8,0.23,8.81,Attack
2.27,930.47,1,6.24,3.51,Normal
3.41,655.17,1,7.55,4.51,Normal
17.33,131.8,6,0.82,6.82,Attack
2.72,566.28,1,8.26,2.63,Normal
3.76,259.06,1,1.83,4.67,Normal
3.09,335.19,1,1.39,2.85,Normal
15.09,126.45,7,0.82,9.0,Attack
15.12,69.93,11,0.72,8.43,Attack
3.91,1055.28,1,8.46,3.02,Normal
24.09,93.87,5,1.25,7.58,Attack
24.42,97.42,4,1.31,8.62,Attack
18.24,92.08,9,0.33,8.68,Attack
13.89,25.05,7,1.18,6.58,Attack
0.54,1072.04,1,3.06,3.44,Normal
9.21,132.14,9,0.95,6.41,Attack
24.42,98.5,5,1.5,8.38,Attack
4.55,223.8,0,2.36,4.55,Normal
4.81,476.37,2,9.01,4.13,Normal
23.66,95.89,9,0.9,6.64,Attack
19.56,135.27,15,0.11,8.49,Attack
0.94,1000.24,0,3.63,2.18,Normal
9.1,69.32,4,0.46,7.71,Attack
3.57,336.53,2,6.01,4.64,Normal
1.8,333.62,2,1.27,2.91,Normal
0.98,565.97,1,9.7,2.82,Normal
1.42,422.02,2,2.57,3.24,Normal
3.09,550.68,1,7.24,3.43,Normal
15.47,109.4,13,0.82,7.2,Attack
19.78,104.68,14,0.12,8.29,Attack
2.33,641.7,0,7.82,4.43,Normal
17.71,44.14,7,0.23,6.96,Attack
15.0,47.52,12,0.36,6.34,Attack
4.03,995.7,0,9.77,2.53,Normal
24.96,76.61,4,0.92,6.07,Attack
2.43,303.09,1,3.92,3.0,Normal
1.6,396.43,0,8.39,2.61,Normal
2.28,719.43,1,6.94,4.98,Normal
4.2,754.76,1,5.34,2.63,Normal
9.16,76.8,7,1.34,8.82,Attack
1.61,955.29,1,5.7,4.33,Normal
4.25,699.82,1,7.43,4.29,Normal
21.9,46.25,11,0.89,8.89,Attack
12.81,90.16,12,1.32,7.41,Attack
8.79,60.64,10,1.08,6.47,Attack
3.58,749.17,2,5.12,3.98,Normal
23.46,27.69,7,1.24,6.95,Attack
4.44,396.0,1,8.16,4.43,Normal
3.21,798.31,0,6.1,3.68,Normal
4.75,1099.49,1,8.78,3.37,Normal
13.88,52.4,8,0.53,7.48,Attack
3.18,696.21,1,8.3,4.07,Normal
8.6,143.51,5,0.68,7.57,Attack
3.58,1071.6,2,5.05,3.77,Normal
0.7,444.02,0,9.43,2.3,Normal
4.84,469.18,2,2.92,3.96,Normal
22.39,29.79,13,0.19,8.47,Attack
18.05,112.18,8,1.44,7.86,Attack
4.94,1067.79,0,2.26,2.26,Normal
21.28,117.15,8,0.6,7.43,Attack
15.0,68.79,15,1.1,6.22,Attack
2.48,324.61,2,1.56,2.33,Normal
23.57,38.43,8,0.51,6.01,Attack
8.83,137.59,13,0.47,8.13,Attack
1.63,801.09,0,7.89,2.16,Normal
11.06,79.37,5,0.38,6.78,Attack
3.0,777.1,0,7.88,3.97,Normal
21.32,93.06,13,1.29,7.53,Attack
22.72,34.92,4,0.96,7.11,Attack
3.17,540.68,1,2.01,4.99,Normal
2.69,1105.52,0,9.7,2.5,Normal
2.56,752.49,2,3.61,4.08,Normal
1.38,912.41,1,1.94,4.25,Normal
19.85,47.61,7,1.34,8.61,Attack
12.24,133.62,6,1.33,6.86,Attack
19.53,141.18,7,1.45,6.88,Attack
2.68,367.98,0,4.14,2.67,Normal
15.4,113.61,15,0.88,8.69,Attack
2.92,933.62,1,1.88,3.01,Normal
17.14,64.91,5,1.35,6.91,Attack
19.51,69.98,7,0.83,6.79,Attack
4.11,604.72,2,3.51,4.46,Normal
4.72,1128.08,0,1.2,3.87,Normal
15.85,65.97,9,0.15,7.72,Attack
4.0,1044.06,2,9.06,4.84,Normal
20.81,108.19,8,1.0,6.49,Attack
1.89,362.38,2,2.9,4.35,Normal
18.81,82.02,6,1.06,7.38,Attack
4.01,665.85,0,3.27,3.9,Normal
4.21,775.53,1,9.59,3.46,Normal
8.15,23.19,4,0.91,7.98,Attack
17.04,74.0,10,0.71,6.62,Attack
21.85,107.89,5,0.2,7.67,Attack
22.57,50.4,11,1.29,8.0,Attack
4.64,1033.92,1,5.6,4.29,Normal
22.01,29.63,6,1.02,7.0,Attack
2.07,1108.68,0,7.99,3.85,Normal
2.76,785.96,0,5.93,3.42,Normal
0.55,589.82,0,6.0,4.76,Normal
0.52,316.15,1,9.13,2.55,Normal
2.2,959.82,2,3.52,2.26,Normal
4.44,303.04,2,7.62,3.65,Normal
9.92,132.24,13,1.08,6.09,Attack
4.59,549.72,0,4.71,3.1,Normal
4.97,344.59,2,9.27,4.14,Normal
2.84,993.91,0,9.81,2.06,Normal
0.56,839.73,2,6.52,4.22,Normal
4.48,1025.95,2,4.86,2.21,Normal
21.93,48.18,11,1.08,8.12,Attack
23.06,58.02,14,0.32,6.72,Attack
19.34,40.28,8,1.12,7.48,Attack
12.9,119.91,6,1.14,6.88,Attack
1.72,377.55,1,3.16,3.34,Normal
11.3,117.52,9,0.34,7.62,Attack
9.54,88.41,9,0.85,6.74,Attack
11.47,37.31,15,0.53,7.85,Attack
4.98,815.76,0,5.05,3.53,Normal
15.77,37.61,7,0.47,7.59,Attack
12.47,74.63,6,0.95,7.41,Attack
22.44,57.31,9,0.77,7.2,Attack
24.65,108.39,11,1.2,6.6,Attack
8.6,38.13,10,0.14,6.71,Attack
2.79,426.56,0,7.3,3.44,Normal
13.19,146.27,4,0.4,7.65,Attack
10.77,99.97,12,0.51,6.6,Attack
0.54,636.55,2,2.45,4.67,Normal
16.65,105.92,5,1.46,8.64,Attack
0.6,286.4,0,4.84,2.78,Normal
3.11,683.95,0,2.61,4.36,Normal
1.31,635.21,1,6.13,3.1,Normal
22.37,130.74,13,0.19,6.31,Attack
3.41,815.9,1,1.44,2.65,Normal
4.86,458.08,1,6.47,2.61,Normal
12.09,103.63,4,1.47,7.21,Attack
13.11,68.6,7,0.55,7.63,Attack
19.1,101.44,4,0.98,6.44,Attack
3.69,657.91,2,2.97,4.57,Normal
2.94,508.84,0,3.9,4.7,Normal
23.03,109.07,11,1.48,6.82,Attack
4.52,1031.21,1,6.94,2.22,Normal
8.99,24.14,5,1.29,8.3,Attack
20.1,111.62,10,1.47,7.47,Attack
9.19,137.83,5,0.26,6.86,Attack
16.37,133.18,10,0.76,6.03,Attack
2.67,914.08,0,6.48,4.41,Normal
11.4,149.0,15,0.13,8.56,Attack
17.21,40.36,12,0.41,7.39,Attack
4.56,876.96,2,9.98,4.83,Normal
3.6,1044.59,2,9.97,3.0,Normal
9.69,95.53,12,1.45,8.62,Attack
19.66,132.59,14,1.09,6.66,Attack
2.24,1076.08,2,6.85,2.89,Normal
4.5,1109.74,1,6.23,3.11,Normal
14.42,73.06,8,0.14,6.26,Attack
20.67,73.46,4,1.08,6.46,Attack
9.68,131.16,11,0.59,8.19,Attack
1.98,914.8,0,9.85,3.05,Normal
11.25,46.68,10,0.98,6.61,Attack
16.21,48.88,5,1.3,7.87,Attack
1.15,1180.19,1,6.49,2.35,Normal
23.47,31.35,11,0.24,8.24,Attack
1.9,633.81,1,7.11,4.55,Normal
1.69,524.87,1,3.98,4.31,Normal
24.96,42.25,4,0.47,6.93,Attack
14.76,81.51,6,1.4,8.68,Attack
0.57,543.6,1,1.63,3.69,Normal
21.19,77.31,12,0.94,6.93,Attack
21.19,58.4,11,1.49,6.67,Attack
21.45,65.1,12,1.05,8.43,Attack
13.14,130.67,13,1.19,6.5,Attack
23.31,25.85,8,1.26,8.96,Attack
4.86,301.64,1,9.4,4.46,Normal
10.11,134.93,6,0.53,6.94,Attack
3.84,735.79,2,4.21,2.0,Normal
18.61,32.93,4,0.49,8.17,Attack
20.92,89.16,13,0.44,7.51,Attack
17.82,143.56,12,0.45,7.04,Attack
1.53,1166.8,1,9.57,3.8,Normal
22.3,62.18,7,0.63,6.97,Attack
11.09,59.33,4,1.36,6.47,Attack
12.09,91.94,4,0.19,7.29,Attack
21.49,124.37,14,0.44,7.16,Attack
4.46,1012.97,1,3.97,4.44,Normal
21.95,145.36,11,0.8,6.45,Attack
20.09,86.04,15,0.95,8.49,Attack
17.49,46.46,7,1.33,7.7,Attack
20.16,76.01,7,0.5,6.7,Attack
21.26,112.32,10,1.42,6.27,Attack
3.02,1034.91,0,6.44,3.96,Normal
3.03,782.2,2,3.59,2.14,Normal
4.59,1124.89,0,5.87,4.88,Normal
3.03,730.62,1,8.21,2.76,Normal
4.48,925.11,2,6.2,2.86,Normal
1.51,687.46,2,4.85,3.09,Normal
3.17,363.8,1,7.87,3.43,Normal
9.5,121.19,5,1.08,7.51,Attack
0.98,1143.3,0,7.9,3.87,Normal
3.74,979.41,0,2.61,3.85,Normal
23.13,129.57,14,0.75,7.87,Attack
4.79,931.69,2,10.0,4.32,Normal
24.81,107.87,7,0.37,8.0,Attack
4.99,766.6,1,4.64,3.38,Normal
17.87,35.69,14,0.26,7.56,Attack
10.68,134.91,15,1.49,6.37,Attack
1.15,449.56,0,4.76,4.31,Normal
11.58,126.02,11,0.57,6.47,Attack
17.85,107.43,11,0.98,6.74,Attack
1.71,499.15,2,7.48,2.77,Normal
21.87,39.16,12,1.22,8.68,Attack
21.19,79.84,13,1.31,6.51,Attack
18.77,24.34,10,1.42,7.51,Attack
3.43,687.05,2,7.43,2.44,Normal
1.94,226.67,0,5.76,4.79,Normal
15.22,145.76,14,0.72,7.73,Attack
1.03,501.79,1,2.5,3.23,Normal
3.3,275.24,1,2.23,4.62,Normal
1.67,265.26,2,7.01,4.82,Normal
2.44,496.5,2,4.29,3.84,Normal
21.62,147.8,5,0.95,8.87,Attack
17.16,94.57,15,0.43,8.61,Attack
2.84,661.77,2,5.85,2.77,Normal
23.47,140.63,8,1.2,7.23,Attack
1.07,461.74,1,6.64,2.44,Normal
19.01,53.94,4,0.37,8.2,Attack
0.59,825.45,1,7.9,3.07,Normal
1.58,765.78,0,5.22,2.93,Normal
22.33,28.56,14,0.2,6.03,Attack
4.36,876.39,2,8.68,2.86,Normal
4.2,1139.3,1,3.33,2.76,Normal
0.84,659.68,2,3.26,4.1,Normal
20.96,110.35,4,0.31,8.41,Attack
14.51,23.67,8,0.61,6.57,Attack
16.29,24.53,13,1.32,8.32,Attack
0.82,690.01,2,1.55,4.51,Normal
17.85,28.46,14,0.36,7.55,Attack
2.53,703.88,1,8.3,4.46,Normal
1.11,324.02,2,9.63,4.92,Normal
2.59,814.22,1,7.75,3.19,Normal
16.89,104.95,12,0.65,8.66,Attack
3.2,1121.05,2,5.1,2.21,Normal
16.44,88.77,8,1.21,6.07,Attack
2.2,476.43,1,5.06,2.91,Normal
0.51,234.11,0,9.74,2.41,Normal
22.09,23.06,8,0.76,7.77,Attack
1.65,545.84,1,5.66,3.81,Normal
2.89,363.68,0,4.35,3.31,Normal
20.84,42.41,13,0.89,6.67,Attack
12.24,66.57,15,0.72,8.28,Attack
17.17,65.69,6,0.83,7.99,Attack
2.6,217.42,1,9.97,4.21,Normal
1.18,796.04,0,9.41,3.05,Normal
2.92,280.4,0,4.25,3.4,Normal
21.65,112.52,10,1.48,7.04,Attack
18.86,56.23,13,0.88,7.35,Attack
22.4,45.37,5,0.86,7.71,Attack
18.74,24.48,8,1.3,6.64,Attack
9.46,133.53,11,0.59,7.95,Attack
14.29,30.64,15,0.81,6.6,Attack
13.36,95.28,5,0.89,6.12,Attack
1.13,222.38,2,3.27,4.46,Normal
1.86,500.03,0,6.84,4.57,Normal
1.81,626.17,0,4.78,2.97,Normal
4.94,1127.56,0,5.95,4.65,Normal
16.64,49.69,13,0.16,7.94,Attack
4.28,452.97,0,1.69,3.68,Normal
1.47,306.71,0,3.13,4.27,Normal
22.03,99.17,12,0.69,8.69,Attack
14.11,33.29,10,1.49,6.11,Attack
17.54,149.01,13,1.46,8.78,Attack
4.6,293.59,0,6.06,3.84,Normal
2.03,936.96,2,6.34,4.95,Normal
16.36,138.06,13,0.67,6.72,Attack
20.95,58.79,11,1.15,7.94,Attack
1.04,703.7,0,4.39,4.65,Normal
3.42,309.57,0,2.73,2.85,Normal
9.44,38.14,6,0.98,7.36,Attack
3.27,917.45,1,6.28,3.53,Normal
1.66,310.6,2,7.25,2.1,Normal
1.09,725.52,1,1.76,3.26,Normal
